sep=,
"Time","restworkerjava-56c6fcc879-4bfz7 / worker / PKG","restworkerjava-56c6fcc879-59l9c / worker / PKG","restworkerjava-56c6fcc879-5br2p / worker / PKG","restworkerjava-56c6fcc879-5mxxw / worker / PKG","restworkerjava-56c6fcc879-68sp5 / worker / PKG","restworkerjava-56c6fcc879-6q7jv / worker / PKG","restworkerjava-56c6fcc879-7dmm2 / worker / PKG","restworkerjava-56c6fcc879-7j585 / worker / PKG","restworkerjava-56c6fcc879-7xx4z / worker / PKG","restworkerjava-56c6fcc879-8g8lt / worker / PKG","restworkerjava-56c6fcc879-9njqv / worker / PKG","restworkerjava-56c6fcc879-b4wg8 / worker / PKG","restworkerjava-56c6fcc879-bsdct / worker / PKG","restworkerjava-56c6fcc879-bzwhz / worker / PKG","restworkerjava-56c6fcc879-hs4pn / worker / PKG","restworkerjava-56c6fcc879-jdhfc / worker / PKG","restworkerjava-56c6fcc879-jptv2 / worker / PKG","restworkerjava-56c6fcc879-klg2j / worker / PKG","restworkerjava-56c6fcc879-ldjmr / worker / PKG","restworkerjava-56c6fcc879-n8db9 / worker / PKG","restworkerjava-56c6fcc879-p4x9m / worker / PKG","restworkerjava-56c6fcc879-ptmv5 / worker / PKG","restworkerjava-56c6fcc879-qjdwz / worker / PKG","restworkerjava-56c6fcc879-qqb25 / worker / PKG","restworkerjava-56c6fcc879-rkpct / worker / PKG","restworkerjava-56c6fcc879-rt69j / worker / PKG","restworkerjava-56c6fcc879-stxpk / worker / PKG","restworkerjava-56c6fcc879-ttns8 / worker / PKG","restworkerjava-56c6fcc879-xpccb / worker / PKG","restworkerjava-56c6fcc879-xxsjq / worker / PKG","restworkerjava-56c6fcc879-zc2k2 / worker / PKG","restworkerjava-56c6fcc879-4bfz7 / worker / DRAM","restworkerjava-56c6fcc879-59l9c / worker / DRAM","restworkerjava-56c6fcc879-5br2p / worker / DRAM","restworkerjava-56c6fcc879-5mxxw / worker / DRAM","restworkerjava-56c6fcc879-68sp5 / worker / DRAM","restworkerjava-56c6fcc879-6q7jv / worker / DRAM","restworkerjava-56c6fcc879-7dmm2 / worker / DRAM","restworkerjava-56c6fcc879-7j585 / worker / DRAM","restworkerjava-56c6fcc879-7xx4z / worker / DRAM","restworkerjava-56c6fcc879-8g8lt / worker / DRAM","restworkerjava-56c6fcc879-9njqv / worker / DRAM","restworkerjava-56c6fcc879-b4wg8 / worker / DRAM","restworkerjava-56c6fcc879-bsdct / worker / DRAM","restworkerjava-56c6fcc879-bzwhz / worker / DRAM","restworkerjava-56c6fcc879-hs4pn / worker / DRAM","restworkerjava-56c6fcc879-jdhfc / worker / DRAM","restworkerjava-56c6fcc879-jptv2 / worker / DRAM","restworkerjava-56c6fcc879-klg2j / worker / DRAM","restworkerjava-56c6fcc879-ldjmr / worker / DRAM","restworkerjava-56c6fcc879-n8db9 / worker / DRAM","restworkerjava-56c6fcc879-p4x9m / worker / DRAM","restworkerjava-56c6fcc879-ptmv5 / worker / DRAM","restworkerjava-56c6fcc879-qjdwz / worker / DRAM","restworkerjava-56c6fcc879-qqb25 / worker / DRAM","restworkerjava-56c6fcc879-rkpct / worker / DRAM","restworkerjava-56c6fcc879-rt69j / worker / DRAM","restworkerjava-56c6fcc879-stxpk / worker / DRAM","restworkerjava-56c6fcc879-ttns8 / worker / DRAM","restworkerjava-56c6fcc879-xpccb / worker / DRAM","restworkerjava-56c6fcc879-xxsjq / worker / DRAM","restworkerjava-56c6fcc879-zc2k2 / worker / DRAM","restworkerjava-56c6fcc879-4bfz7 / worker / OTHER","restworkerjava-56c6fcc879-59l9c / worker / OTHER","restworkerjava-56c6fcc879-5br2p / worker / OTHER","restworkerjava-56c6fcc879-5mxxw / worker / OTHER","restworkerjava-56c6fcc879-68sp5 / worker / OTHER","restworkerjava-56c6fcc879-6q7jv / worker / OTHER","restworkerjava-56c6fcc879-7dmm2 / worker / OTHER","restworkerjava-56c6fcc879-7j585 / worker / OTHER","restworkerjava-56c6fcc879-7xx4z / worker / OTHER","restworkerjava-56c6fcc879-8g8lt / worker / OTHER","restworkerjava-56c6fcc879-9njqv / worker / OTHER","restworkerjava-56c6fcc879-b4wg8 / worker / OTHER","restworkerjava-56c6fcc879-bsdct / worker / OTHER","restworkerjava-56c6fcc879-bzwhz / worker / OTHER","restworkerjava-56c6fcc879-hs4pn / worker / OTHER","restworkerjava-56c6fcc879-jdhfc / worker / OTHER","restworkerjava-56c6fcc879-jptv2 / worker / OTHER","restworkerjava-56c6fcc879-klg2j / worker / OTHER","restworkerjava-56c6fcc879-ldjmr / worker / OTHER","restworkerjava-56c6fcc879-n8db9 / worker / OTHER","restworkerjava-56c6fcc879-p4x9m / worker / OTHER","restworkerjava-56c6fcc879-ptmv5 / worker / OTHER","restworkerjava-56c6fcc879-qjdwz / worker / OTHER","restworkerjava-56c6fcc879-qqb25 / worker / OTHER","restworkerjava-56c6fcc879-rkpct / worker / OTHER","restworkerjava-56c6fcc879-rt69j / worker / OTHER","restworkerjava-56c6fcc879-stxpk / worker / OTHER","restworkerjava-56c6fcc879-ttns8 / worker / OTHER","restworkerjava-56c6fcc879-xpccb / worker / OTHER","restworkerjava-56c6fcc879-xxsjq / worker / OTHER","restworkerjava-56c6fcc879-zc2k2 / worker / OTHER"
2024-02-07 19:14:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-02-07 19:14:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-02-07 19:14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-02-07 19:14:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-02-07 19:14:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,
2024-02-07 19:16:30,,,,,,,,,,,,,,,,,,,,,,,,,0.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:16:40,,,,,,,,,,,,,,,,,,,,,,,,,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:16:50,,,,,,,,,,,,,,,,,,,,,,,,,0.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:17:00,,,,,,,,,,,,,,,,,,,,,,,,,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:17:10,,,,,,,,,,,,,,,,,,,,,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:17:20,,,,,,,,,,,,,,,,,,,,,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:17:30,,,,,,,,,,,,,,,,,,,,,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:17:40,,,,,,,,,,,,,,,,,,,,,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:17:50,,,,,,,,,,,,,,,,,,,,,,,,,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-02-07 19:19:30,,,,,,,,,,,,,,,,,,,,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:19:40,,,,,,,,,,,,,,,,,,,,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:19:50,,,,,,,,,,,,,,,,,,,,0.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:20:00,,,,,,,,,,,,,,,,,,,,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:20:10,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:20:20,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:20:30,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:20:40,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:20:50,,,,,,,,,,,,,,,,,,,,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
2024-02-07 19:22:30,,,,,,,,,,,,,,,,,,,,,,,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:22:40,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:22:50,,,,,,,,,,,,,,,,,,,,,,,0.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:23:00,,,,,,,,,,,,,,,,,,,,,,,0.290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:23:10,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:23:20,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:23:30,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:23:40,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:23:50,,,,,,,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
2024-02-07 19:25:30,,,,,,,,,,,,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:25:40,,,,,,,,,,,,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:25:50,,,,,,,,,,,,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:26:00,,,,,,,,,,,,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:26:10,,,,,,,,,,,,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:26:20,,,,,,,,,,,,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:26:30,,,,,,,,,,,,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:26:40,,,,,,,,,,,,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:26:50,,,,,,,,,,,,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,
2024-02-07 19:28:30,,,,,,,,,,,,,,,,,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:28:40,,,,,,,,,,,,,,,,,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:28:50,,,,,,,,,,,,,,,,,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:29:00,,,,,,,,,,,,,,,,,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:29:10,,,,,,,,,,,,,,,,,0.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:29:20,,,,,,,,,,,,,,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:29:30,,,,,,,,,,,,,,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:29:40,,,,,,,,,,,,,,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:29:50,,,,,,,,,,,,,,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:30:00,,,,,,,,,,,,,,,,,0.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
2024-02-07 19:31:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2024-02-07 19:31:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
